5000	0.01101 
5500	0.014044 
6000	0.015711 
6500	0.019689 
7000	0.022166 
7500	0.025472 
8000	0.028964 
8500	0.033596 
9000	0.036156 
9500	0.040782 
10000	0.043947 
10500	0.049001 
11000	0.053154 
11500	0.057936 
12000	0.064067 
12500	0.069569 
13000	0.075571 
13500	0.079171 
14000	0.086462 
14500	0.091049 
15000	0.095687 
15500	0.107724 
16000	0.112483 
16500	0.119433 
17000	0.127679 
17500	0.136936 
18000	0.143876 
18500	0.146386 
19000	0.154958 
19500	0.16638 
20000	0.172563 
20500	0.186003 
21000	0.191511 
21500	0.202786 
22000	0.210832 
22500	0.218303 
23000	0.233136 
23500	0.2433 
24000	0.241395 
24500	0.262467 
25000	0.272118 
25500	0.281683 
26000	0.293229 
26500	0.303225 
27000	0.314833 
27500	0.316682 
28000	0.341213 
28500	0.35407 
29000	0.365793 
29500	0.384107 
30000	0.393154 
30500	0.40368 
31000	0.420988 
31500	0.437572 
32000	0.445408 
32500	0.459002 
33000	0.463794 
33500	0.487474 
34000	0.498857 
34500	0.510977 
35000	0.531944 
35500	0.54872 
36000	0.56384 
36500	0.576894 
37000	0.593852 
37500	0.615567 
38000	0.618745 
38500	0.647662 
39000	0.655153 
39500	0.674402 
40000	0.70146 
40500	0.708925 
41000	0.720283 
41500	0.757419 
42000	0.76908 
42500	0.799295 
43000	0.806916 
43500	0.819451 
44000	0.836376 
44500	0.835014 
45000	0.875033 
45500	0.920241 
46000	0.933301 
46500	0.928444 
47000	0.957779 
47500	0.985794 
48000	1.00228 
48500	1.01928 
49000	1.03344 
49500	1.06303 
50000	1.06434 
50500	1.11229 
51000	1.12693 
51500	1.1608 
52000	1.18738 
52500	1.19113 
53000	1.21778 
53500	1.23071 
54000	1.26072 
54500	1.2909 
55000	1.2912 
55500	1.333 
56000	1.35831 
56500	1.38346 
57000	1.39902 
57500	1.42369 
58000	1.46119 
58500	1.48705 
59000	1.50762 
59500	1.55296 
60000	1.55938 
60500	1.61979 
61000	1.61773 
61500	1.6455 
62000	1.63532 
62500	1.68211 
63000	1.72633 
63500	1.75338 
64000	1.77209 
64500	1.81739 
65000	1.84592 
65500	1.86431 
66000	1.87077 
66500	1.9258 
67000	1.94304 
67500	1.98058 
68000	1.98766 
68500	2.02909 
69000	2.07781 
69500	2.0959 
70000	2.16999 
70500	2.14088 
71000	2.20253 
71500	2.26135 
72000	2.26527 
72500	2.27698 
73000	2.33736 
73500	2.35641 
74000	2.38654 
74500	2.42618 
75000	2.47073 
75500	2.54494 
76000	2.53686 
76500	2.55329 
77000	2.60859 
77500	2.64745 
78000	2.65697 
78500	2.70568 
79000	2.73031 
79500	2.76188 
80000	2.83433 
80500	2.83776 
81000	2.83089 
81500	2.91821 
82000	2.94534 
82500	2.99431 
83000	3.0288 
83500	3.07858 
84000	3.11509 
84500	3.17034 
85000	3.17347 
85500	3.22474 
86000	3.24446 
86500	3.28798 
87000	3.32659 
87500	3.35364 
88000	3.39048 
88500	3.44489 
89000	3.49125 
89500	3.52439 
90000	3.56856 
90500	3.60658 
91000	3.62307 
91500	3.68678 
92000	3.7311 
92500	3.75699 
93000	3.79964 
93500	3.83336 
94000	3.89832 
94500	3.93875 
95000	4.01134 
95500	4.02383 
96000	4.04527 
96500	4.06482 
97000	4.12012 
97500	4.1789 
98000	4.21679 
98500	4.226 
99000	4.27596 
99500	4.35856 
100000	4.36684 
100500	4.40149 
101000	4.45375 
