5000  0.007644 
5500  0.009873 
6000  0.011554 
6500  0.013823 
7000  0.019153 
7500  0.020106 
8000  0.021241 
8500  0.024097 
9000  0.029892 
9500  0.028256 
10000  0.031473 
10500  0.034655 
11000  0.038105 
11500  0.042931 
12000  0.049716 
12500  0.050336 
13000  0.054146 
13500  0.064012 
14000  0.064109 
14500  0.066404 
15000  0.069905 
15500  0.079192 
16000  0.08476 
16500  0.088288 
17000  0.090672 
17500  0.09659 
18000  0.099623 
18500  0.102907 
19000  0.10989 
19500  0.11547 
20000  0.120847 
20500  0.12827 
21000  0.133549 
21500  0.139632 
22000  0.150627 
22500  0.151759 
23000  0.158806 
23500  0.1663 
24000  0.174646 
24500  0.179066 
25000  0.187494 
25500  0.192997 
26000  0.203546 
26500  0.212984 
27000  0.217933 
27500  0.230159 
28000  0.235742 
28500  0.240805 
29000  0.251108 
29500  0.259591 
30000  0.268613 
30500  0.275649 
31000  0.283503 
31500  0.297076 
32000  0.306579 
32500  0.315226 
33000  0.329007 
33500  0.330777 
34000  0.339199 
34500  0.351517 
35000  0.369919 
35500  0.373671 
36000  0.384405 
36500  0.397342 
37000  0.403622 
37500  0.413596 
38000  0.425017 
38500  0.450207 
39000  0.452401 
39500  0.458944 
40000  0.469218 
40500  0.481729 
41000  0.493211 
41500  0.504013 
42000  0.521882 
42500  0.530745 
43000  0.540031 
43500  0.552362 
44000  0.565936 
44500  0.582573 
45000  0.598038 
45500  0.606852 
46000  0.618869 
46500  0.636101 
47000  0.649036 
47500  0.660284 
48000  0.677019 
48500  0.696271 
49000  0.702163 
49500  0.722307 
50000  0.788597 
50500  0.755339 
51000  0.768154 
51500  0.778735 
52000  0.790964 
52500  0.811033 
53000  0.824454 
53500  0.839826 
54000  0.855523 
54500  0.955083 
55000  0.883359 
55500  0.906258 
56000  0.917175 
56500  0.93532 
57000  0.953112 
57500  0.965291 
58000  0.991276 
58500  0.997719 
59000  1.1492 
59500  1.03365 
60000  1.04947 
60500  1.0729 
61000  1.09624 
61500  1.10338 
62000  1.12467 
62500  1.13977 
63000  1.1924 
63500  1.27899 
64000  1.1999 
64500  1.21304 
65000  1.23662 
65500  1.25156 
66000  1.27384 
66500  1.28817 
67000  1.31658 
67500  1.34246 
68000  1.34877 
68500  1.37812 
69000  1.39034 
69500  1.41151 
70000  1.4292 
70500  1.45918 
71000  1.47269 
71500  1.50094 
72000  1.51361 
72500  1.53755 
73000  1.55089 
73500  1.58131 
74000  1.59594 
74500  1.61902 
75000  1.64271 
75500  1.69137 
76000  1.7002 
76500  1.72427 
77000  1.7326 
77500  1.74897 
78000  1.78836 
78500  1.82347 
79000  1.83058 
79500  1.86095 
80000  2.00352 
80500  1.89111 
81000  1.91326 
81500  1.93404 
82000  1.96448 
82500  1.98811 
83000  2.0128 
83500  2.0337 
84000  2.06688 
84500  2.09608 
85000  2.10761 
85500  2.23557 
86000  2.1567 
86500  2.22816 
87000  2.32871 
87500  2.23678 
88000  2.46501 
88500  2.36488 
89000  2.42696 
89500  2.344 
90000  2.53363 
90500  2.4868 
91000  2.55004 
91500  2.5665 
92000  2.55923 
92500  2.58084 
93000  2.65626 
93500  2.63085 
94000  2.78658 
94500  2.91641 
95000  2.7491 
95500  2.75187 
96000  2.73277 
96500  2.73148 
97000  2.77218 
97500  2.80434 
98000  2.856 
98500  2.85743 
99000  2.90696 
99500  2.90999 
100000  2.94305 
100500  3.04829 
101000  3.07521 
101500  3.0272 
102000  3.09649 
102500  3.10076 
103000  3.20167 
103500  3.15585 
104000  3.21073 
104500  3.21967 
105000  3.25532 
105500  3.27645 
106000  3.45454 
106500  3.49557 
107000  3.47831 
107500  3.50485 
108000  3.56974 
108500  3.59787 
109000  3.59718 
109500  3.66175 
110000  3.68155 
110500  3.74965 
111000  3.76329 
111500  3.83965 
112000  3.95268 
112500  3.90895 
113000  3.93294 
113500  3.96105 
114000  3.98727 
114500  3.95642 
115000  4.10958 
115500  4.14136 
116000  4.22457 
116500  4.20024 
117000  4.22066 
117500  4.29026 
118000  4.27536 
118500  4.31593 
119000  4.37655 
119500  4.35465 
120000  4.35212 
120500  4.43456 
121000  4.46274 
121500  4.55204 
122000  4.5175 
122500  4.60484 
123000  4.62955 
123500  4.70771 
124000  4.7668 
124500  4.78995 
125000  4.82503 
125500  4.91567 
126000  4.86417 
126500  4.84798 
127000  5.02114 
127500  4.97994 
128000  5.17682 
128500  5.08181 
129000  5.09407 
129500  5.15836 
130000  5.11105 
130500  5.16269 
131000  5.19111 
131500  5.29989 
132000  5.29554 
132500  5.35345 
133000  5.36833 
133500  5.24064 
134000  5.28738 
134500  5.31456 
135000  5.35583 
135500  5.39333 
136000  5.4391 
136500  5.47319 
137000  5.51976 
137500  5.57322 
138000  5.59125 
138500  5.64237 
139000  5.80084 
139500  5.72468 
140000  5.7954 
140500  5.79292 
141000  5.83026 
141500  5.91045 
142000  5.91913 
142500  5.97953 
143000  6.03313 
143500  6.12881 
144000  6.05972 
144500  6.11231 
145000  6.17051 
145500  6.51749 
146000  6.26967 
146500  6.32872 
147000  6.36851 
147500  6.44218 
148000  6.48057 
148500  6.4622 
149000  6.60978 
149500  6.69018 
150000  6.82095 
150500  6.69071 
151000  6.78541 
151500  6.76194 
152000  7.02719 
152500  6.83641 
153000  6.94857 
153500  7.07324 
154000  7.14375 
154500  7.18347 
155000  7.24948 
155500  7.29056 
156000  7.35814 
156500  7.35103 
157000  7.41562 
157500  7.51571 
158000  7.4725 
158500  7.56946 
159000  7.59929 
159500  7.59374 
160000  7.786 
160500  7.75967 
161000  7.78673 
161500  7.70406 
162000  7.89922 
162500  7.77015 
163000  7.85109 
163500  7.86666 
164000  7.84207 
164500  7.93598 
165000  8.12001 
165500  8.18661 
166000  8.22667 
166500  8.47055 
167000  8.47938 
167500  8.46735 
168000  8.40459 
168500  8.51435 
169000  8.59051 
169500  8.62833 
170000  8.59929 
170500  8.94603 
171000  8.91444 
171500  8.84786 
172000  8.77059 
172500  9.02995 
173000  8.87877 
173500  9.02007 
174000  8.98826 
174500  9.05391 
175000  9.12219 
175500  9.21664 
176000  9.40969 
176500  9.47064 
177000  9.54418 
177500  9.39939 
178000  9.43484 
178500  9.63537 
179000  9.69777 
179500  9.69274 
180000  9.70161 
180500  9.8541 
181000  9.78734 
181500  9.81461 
182000  9.68261 
182500  9.75647 
183000  9.76814 
183500  9.84764 
184000  9.89503 
184500  9.9634 
185000  9.98163 
185500  10.0855 
186000  10.1047 
186500  10.213 
187000  10.2934 
187500  10.293 
188000  10.3339 
188500  10.4299 
189000  10.4145 
189500  10.491 
190000  10.5277 
190500  10.9544 
191000  10.7028 
191500  10.8299 
192000  10.7937 
192500  10.8744 
193000  10.8855 
193500  11.1691 
194000  11.0617 
194500  11.09 
195000  11.1289 
195500  11.1473 
196000  11.3847 
196500  11.2737 
197000  11.4478 
197500  11.3831 
198000  11.5495 
198500  11.5426 
199000  11.5658 
199500  11.6965 
200000  12.224 
