1 4.98e-07
1200001 0.369181
2400001 0.734327
3600001 1.05172
4800001 1.48573
6000001 1.94025
7200001 2.44891
8400001 3.11307
9600001 3.66539
10800001 4.13483
12000001 4.63526
13200001 5.22195
14400001 5.73521
15600001 6.27549
16800001 6.64332
18000001 7.12804
19200001 7.70287
20400001 8.3599
21600001 8.78117
22800001 9.42521
24000001 9.98922
25200001 10.7944
26400001 10.9223
27600001 11.6846
28800001 12.3082
