5000	0.015625 
5500	0 
6000	0.015625 
6500	0.015625 
7000	0.015625 
7500	0.015625 
8000	0.03125 
8500	0.03125 
9000	0.03125 
9500	0.046875 
10000	0.046875 
10500	0.046875 
11000	0.0625 
11500	0.046875 
12000	0.0625 
12500	0.078125 
13000	0.078125 
13500	0.078125 
14000	0.078125 
14500	0.078125 
15000	0.09375 
15500	0.109375 
16000	0.109375 
16500	0.125 
17000	0.125 
17500	0.125 
18000	0.140625 
18500	0.140625 
19000	0.140625 
19500	0.15625 
20000	0.171875 
20500	0.1875 
21000	0.1875 
21500	0.203125 
22000	0.21875 
22500	0.21875 
23000	0.21875 
23500	0.234375 
24000	0.234375 
24500	0.265625 
25000	0.265625 
25500	0.28125 
26000	0.296875 
26500	0.296875 
27000	0.3125 
27500	0.3125 
28000	0.328125 
28500	0.34375 
29000	0.359375 
29500	0.375 
30000	0.375 
30500	0.40625 
31000	0.40625 
31500	0.421875 
32000	0.421875 
32500	0.453125 
33000	0.46875 
33500	0.484375 
34000	0.484375 
34500	0.5 
35000	0.515625 
35500	0.546875 
36000	0.546875 
36500	0.546875 
37000	0.59375 
37500	0.59375 
38000	0.609375 
38500	0.609375 
39000	0.640625 
39500	0.640625 
40000	0.671875 
40500	0.703125 
41000	0.703125 
41500	0.734375 
42000	0.75 
42500	0.75 
43000	0.78125 
43500	0.8125 
44000	0.828125 
44500	0.859375 
45000	0.84375 
45500	0.875 
46000	0.90625 
46500	0.90625 
47000	0.921875 
47500	0.9375 
48000	0.984375 
48500	0.984375 
49000	1.03125 
49500	1.01562 
50000	1.04688 
50500	1.07812 
51000	1.07812 
51500	1.14062 
52000	1.15625 
52500	1.1875 
53000	1.17188 
53500	1.20312 
54000	1.23438 
54500	1.26562 
55000	1.26562 
55500	1.32812 
56000	1.29688 
56500	1.375 
57000	1.40625 
57500	1.42188 
58000	1.42188 
58500	1.4375 
59000	1.48438 
59500	1.51562 
60000	1.54688 
60500	1.5625 
61000	1.5625 
61500	1.59375 
62000	1.64062 
62500	1.67188 
63000	1.67188 
63500	1.73438 
64000	1.76562 
64500	1.75 
65000	1.78125 
65500	1.82812 
66000	1.84375 
66500	1.85938 
67000	1.92188 
67500	1.90625 
68000	1.98438 
68500	1.96875 
69000	2.01562 
69500	2.07812 
70000	2.04688 
70500	2.07812 
71000	2.15625 
71500	2.15625 
72000	2.21875 
72500	2.25 
73000	2.29688 
73500	2.28125 
74000	2.29688 
74500	2.32812 
75000	2.40625 
75500	2.45312 
76000	2.4375 
76500	2.5 
77000	2.5625 
77500	2.51562 
78000	2.54688 
78500	2.60938 
79000	2.60938 
79500	2.73438 
80000	2.76562 
80500	2.70312 
81000	2.73438 
81500	2.78125 
82000	2.8125 
82500	2.84375 
83000	2.95312 
83500	3 
84000	2.96875 
84500	3.0625 
85000	3.04688 
85500	3.07812 
86000	3.10938 
86500	3.125 
87000	3.17188 
87500	3.21875 
88000	3.29688 
88500	3.3125 
89000	3.32812 
89500	3.375 
90000	3.42188 
90500	3.4375 
91000	3.45312 
91500	3.59375 
92000	3.54688 
92500	3.60938 
93000	3.6875 
93500	3.67188 
94000	3.76562 
94500	3.78125 
95000	3.875 
95500	3.9375 
96000	3.9375 
96500	3.90625 
97000	3.95312 
97500	4 
98000	4.0625 
98500	4.14062 
99000	4.125 
99500	4.25 
100000	4.20312 
100500	4.32812 
101000	4.34375 
101500	4.375 
102000	4.35938 
102500	4.4375 
103000	4.54688 
103500	4.5625 
104000	4.59375 
104500	4.57812 
105000	4.625 
105500	4.76562 
106000	4.70312 
106500	4.84375 
107000	4.85938 
107500	4.85938 
108000	4.90625 
108500	4.95312 
109000	5.09375 
109500	5.09375 
110000	5.17188 
110500	5.20312 
111000	5.28125 
111500	5.21875 
112000	5.39062 
112500	5.34375 
113000	5.3125 
113500	5.53125 
114000	5.5625 
114500	5.5625 
115000	5.625 
115500	5.8125 
116000	5.90625 
116500	5.92188 
117000	5.875 
117500	5.76562 
118000	5.95312 
118500	5.98438 
119000	5.95312 
119500	6.07812 
120000	6.14062 
120500	6.14062 
121000	6.26562 
121500	6.15625 
122000	6.23438 
122500	6.29688 
123000	6.35938 
123500	6.39062 
124000	6.60938 
124500	6.625 
125000	6.6875 
125500	6.70312 
126000	6.76562 
126500	6.84375 
127000	6.89062 
127500	6.79688 
128000	6.96875 
128500	7.07812 
129000	7.01562 
129500	7.07812 
130000	7.21875 
130500	7.14062 
131000	7.20312 
