2000	2.199
2500	4.348
3000	6.368
3500	8.502
4000	9.898
4500	12.776
5000	14.646
5500	17.751
6000	2.329
6500	21.212
7000	25.994
7500	29.563
8000	32.658
8500	36.963
9000	40.921
9500	46.791
10000	5.036
10500	55.501
11000	64.726
11500	67.803
12000	72.286
12500	84.846
13000	87.874
13500	98.285
14000	100.849
14500	105.317
15000	112.598
15500	121.078
16000	128.134
16500	136.543
17000	145.768
17500	153.266
18000	163.832
18500	172.061
19000	183.947
19500	192.347
20000	206.887
20500	209.245
21000	227.409
21500	232.475
22000	256.334
22500	251.146
23000	286.371
23500	278.652
24000	288.309
24500	300.546
25000	319.081
25500	34.007
26000	336.474
26500	349.669
27000	377.044
27500	381.663
28000	398.427
28500	435.479
29000	428.679
29500	434.098
30000	448.892
30500	4.651
31000	477.708
31500	493.254
32000	522.669
32500	524.466
33000	546.938
33500	562.927
34000	574.964
34500	595.484
35000	609.552
35500	639.849
36000	652.802
36500	661.547
37000	712.721
37500	750.637
38000	75.824
38500	75.302
39000	77.413
39500	793.593
40000	81.495
40500	827.686
41000	873.158
41500	876.291
42000	908.745
42500	920.284
43000	943.433
43500	963.187
44000	104.288
44500	996.795
45000	1.0467
45500	1.0611
46000	1.069
46500	109.531
47000	113.649
47500	1.1318
48000	115.532
48500	117.552
49000	121.345
49500	126.823
50000	125.654
50500	1.2953
51000	133.727
51500	136.759
52000	136.612
52500	139.122
53000	144.195
53500	142.979
54000	146.246
54500	148.382
55000	151.529
55500	154.271
56000	156.207
56500	160.077
57000	163.864
57500	169.799
58000	168.623
58500	171.969
59000	175.017
59500	178.068
60000	181.475
60500	182.743
61000	187.212
61500	188.906
62000	191.858
62500	196.791
63000	198.331
63500	203.023
64000	208.011
64500	212.316
65000	212.111
65500	213.396
66000	217.222
66500	224.583
67000	228.625
67500	227.824
68000	233.416
68500	239.025
69000	240.785
69500	244.572
70000	247.804
70500	251.017
71000	252.674
71500	258.056
72000	259.755
72500	2.6192
73000	270.371
73500	273.918
74000	279.706
74500	280.856
75000	291.788
75500	294.334
76000	296.039
76500	296.871
77000	299.822
77500	299.822
78000	304.932
78500	315.742
79000	316.998
79500	317.228
80000	322.122
80500	325.713
81000	331.125
81500	341.164
82000	341.851
82500	340.639
83000	345.049
83500	350.315
84000	358.498
84500	366.351
85000	369.193
85500	3.7236
86000	373.977
86500	379.292
87000	381.247
87500	391.453
88000	391.479
88500	394.288
89000	402.923
89500	404.237
90000	410.235
90500	412.645
91000	416.358
91500	423.102
92000	431.151
92500	439.354
93000	434.225
93500	440.438
94000	442.061
94500	449.888
95000	453.591
95500	460.368
96000	468.725
96500	469.674
97000	475.767
97500	484.765
98000	4.8573
98500	489.894
99000	495.747
99500	500.128
100000	503.647
100500	511.877
101000	517.834
101500	516.897
102000	525.312
102500	535.333
103000	531.502
103500	541.537
104000	542.503
104500	561.483
105000	558.232
105500	560.149
106000	570.784
106500	575.188
107000	576.278
107500	586.492
108000	585.845
108500	5.9427
109000	601.976
109500	603.252
110000	608.094
110500	616.233
111000	619.559
111500	627.391
112000	636.215
112500	636.913
113000	642.227
113500	650.722
114000	660.472
114500	669.482
115000	670.847
115500	672.583
116000	675.286
116500	680.066
117000	688.641
117500	695.568
118000	706.229
118500	706.706
119000	714.313
119500	721.325
120000	730.187
120500	735.111
121000	735.589
121500	740.404
122000	7.5685
122500	755.986
123000	774.625
123500	772.185
124000	773.601
124500	784.508
125000	787.421
125500	792.356
126000	803.264
126500	810.337
127000	816.494
127500	816.073
128000	830.226
128500	834.336
129000	844.457
129500	846.841
130000	855.248
130500	866.662
131000	8.6426
131500	875.787
132000	883.267
132500	8.8831
133000	890.787
133500	902.658
134000	906.635
134500	917.732
135000	9.2194
135500	928.549
136000	931.294
136500	942.719
137000	9.6013
137500	947.928
138000	958.656
138500	971.268
139000	975.593
139500	983.886
140000	986.446
140500	994.373
141000	10.0249
141500	10.044
142000	10.1399
142500	10.3688
143000	10.3009
143500	10.4518
144000	10.4673
144500	10.7012
145000	10.6032
145500	10.6739
146000	10.7202
146500	10.8753
147000	10.8907
147500	10.9419
148000	10.9943
148500	11.213
149000	11.1895
149500	11.302
150000	11.3953
150500	11.4519
151000	11.5336
151500	11.6111
152000	11.6631
152500	11.7167
153000	11.8058
153500	11.955
154000	12.0191
154500	12.0967
155000	12.1367
155500	12.1685
156000	12.3042
156500	12.3674
157000	12.457
157500	12.4835
158000	12.6117
158500	12.8609
159000	12.8634
159500	12.8736
160000	12.9459
160500	13.019
161000	13.066
161500	131.061
162000	133.236
162500	133.712
163000	134.736
163500	134.852
164000	136.045
164500	13.673
165000	138.028
165500	138.079
166000	138.913
166500	141.188
167000	140.749
167500	142.543
168000	142.702
168500	142.968
169000	144.144
169500	144.902
170000	145.682
170500	146.697
171000	148.375
171500	149.115
172000	149.501
172500	151.383
173000	151.415
173500	152.071
174000	152.972
174500	154.514
175000	154.307
175500	157.359
176000	156.719
176500	157.725
177000	159.023
177500	158.861
178000	160.109
178500	161.184
179000	162.192
179500	164.376
180000	163.838
180500	164.449
181000	165.351
181500	166.389
182000	167.467
182500	168.473
183000	170.601
183500	170.367
184000	172.511
184500	172.046
185000	17.303
185500	173.755
186000	17.577
186500	177.003
187000	176.512
187500	178.131
188000	181.197
188500	180.855
189000	180.723
189500	182.252
190000	183.366
190500	183.474
191000	184.081
191500	185.808
192000	186.137
192500	186.648
193000	189.094
193500	189.773
194000	189.167
194500	191.526
195000	192.429
195500	193.232
196000	195.925
196500	195.084
197000	195.771
197500	197.224
198000	198.689
198500	198.791
199000	202.376
199500	204.003
200000	20.345
