2000 0.000265625
2500 0.000390625
3000 0.0005
3500 0.000453125
4000 0.0005625
4500 0.0006875
5000 0.0008125
5500 0.000921875
6000 0.00109375
6500 0.0009375
7000 0.00101563
7500 0.00114062
8000 0.00123438
8500 0.00134375
9000 0.00145312
9500 0.00157813
10000 0.00171875
10500 0
11000 0
11500 0
12000 0
12500 0
13000 0
13500 0
14000 0
14500 0
15000 0
15500 0
16000 0.015625
16500 0
17000 0
17500 0
18000 0
18500 0
19000 0
19500 0
20000 0
20500 0
21000 0
21500 0
22000 0
22500 0
23000 0
23500 0
24000 0
24500 0
25000 0
25500 0
26000 0
26500 0
27000 0
27500 0
28000 0
28500 0
29000 0
29500 0
30000 0
30500 0
31000 0
31500 0
32000 0.015625
32500 0.015625
33000 0.015625
33500 0
34000 0
34500 0
35000 0
35500 0
36000 0.015625
36500 0.015625
37000 0.015625
37500 0
38000 0
38500 0.015625
39000 0.015625
39500 0.015625
40000 0
40500 0
41000 0.015625
41500 0.015625
42000 0
42500 0.015625
43000 0.015625
43500 0
44000 0.015625
44500 0.015625
45000 0
45500 0.015625
46000 0.015625
46500 0
47000 0.015625
47500 0.015625
48000 0.015625
48500 0
49000 0.015625
49500 0
50000 0.015625
50500 0.015625
51000 0.015625
51500 0.015625
52000 0
52500 0.015625
53000 0.015625
53500 0
54000 0.015625
54500 0.015625
55000 0.015625
55500 0.015625
56000 0
56500 0.015625
57000 0
57500 0.015625
58000 0.015625
58500 0.015625
59000 0.015625
59500 0
60000 0.015625
60500 0
61000 0.015625
61500 0
62000 0.015625
62500 0
63000 0.015625
63500 0.015625
64000 0.015625
64500 0.015625
65000 0.015625
65500 0.015625
66000 0
66500 0.015625
67000 0.015625
67500 0.015625
68000 0.015625
68500 0
69000 0.015625
69500 0.015625
70000 0.015625
70500 0.015625
71000 0.015625
71500 0.015625
72000 0.015625
72500 0.015625
73000 0.015625
73500 0.015625
74000 0.015625
74500 0.015625
75000 0
75500 0.015625
76000 0.015625
76500 0.015625
77000 0.015625
77500 0.015625
78000 0.015625
78500 0.015625
79000 0.015625
79500 0.015625
80000 0.015625
80500 0.015625
81000 0.03125
81500 0.015625
82000 0.015625
82500 0.015625
83000 0.015625
83500 0.015625
84000 0.015625
84500 0.015625
85000 0.015625
85500 0.015625
86000 0.03125
86500 0.03125
87000 0.03125
87500 0.03125
88000 0.015625
88500 0.015625
89000 0.015625
89500 0.015625
90000 0.015625
90500 0.015625
91000 0.015625
91500 0.015625
92000 0.03125
92500 0.03125
93000 0.03125
93500 0.015625
94000 0.015625
94500 0.015625
95000 0.03125
95500 0.03125
96000 0.015625
96500 0.015625
97000 0.03125
97500 0.015625
98000 0.03125
98500 0.03125
99000 0.015625
99500 0.015625
100000 0.03125
100500 0.03125
101000 0.015625
101500 0.03125
102000 0.03125
102500 0.015625
103000 0.015625
103500 0.015625
104000 0.015625
104500 0.015625
105000 0.015625
105500 0.015625
106000 0.03125
106500 0.03125
107000 0.015625
107500 0.015625
108000 0.015625
108500 0.015625
109000 0.03125
109500 0.03125
110000 0.015625
110500 0.015625
111000 0.015625
111500 0.015625
112000 0.03125
112500 0.03125
113000 0.03125
113500 0.015625
114000 0.015625
114500 0.03125
115000 0.03125
115500 0.03125
116000 0.015625
116500 0.015625
117000 0.03125
117500 0.03125
118000 0.015625
118500 0.03125
119000 0.03125
119500 0.015625
120000 0.03125
120500 0.03125
121000 0.015625
121500 0.03125
122000 0.015625
122500 0.015625
123000 0.03125
123500 0.03125
124000 0.03125
124500 0.03125
125000 0.015625
125500 0.03125
126000 0.015625
126500 0.03125
127000 0.015625
127500 0.03125
128000 0.015625
128500 0.03125
129000 0.015625
129500 0.03125
130000 0.015625
130500 0.03125
131000 0.03125
131500 0.03125
132000 0.03125
132500 0.015625
133000 0.03125
133500 0.015625
134000 0.03125
134500 0.03125
135000 0.015625
135500 0.03125
136000 0.03125
136500 0.03125
137000 0.03125
137500 0.03125
138000 0.03125
138500 0.03125
139000 0.03125
139500 0.03125
140000 0.015625
140500 0.03125
141000 0.03125
141500 0.015625
142000 0.03125
142500 0.03125
143000 0.03125
143500 0.03125
144000 0.03125
144500 0.03125
145000 0.03125
145500 0.03125
146000 0.03125
146500 0.03125
147000 0.03125
147500 0.03125
148000 0.03125
148500 0.03125
149000 0.03125
149500 0.03125
150000 0.03125
150500 0.03125
151000 0.03125
151500 0.03125
152000 0.03125
152500 0.03125
153000 0.03125
153500 0.03125
154000 0.03125
154500 0.03125
155000 0.03125
155500 0.03125
156000 0.03125
156500 0.03125
157000 0.03125
157500 0.03125
158000 0.03125
158500 0.03125
159000 0.03125
159500 0.046875
160000 0.046875
160500 0.03125
161000 0.03125
161500 0.03125
162000 0.03125
162500 0.046875
163000 0.046875
163500 0.03125
164000 0.03125
164500 0.03125
165000 0.046875
165500 0.03125
166000 0.03125
166500 0.046875
167000 0.046875
167500 0.03125
168000 0.03125
168500 0.046875
169000 0.03125
169500 0.03125
170000 0.046875
170500 0.03125
171000 0.03125
171500 0.046875
172000 0.03125
172500 0.046875
173000 0.046875
173500 0.03125
174000 0.046875
174500 0.03125
175000 0.046875
175500 0.03125
176000 0.046875
176500 0.03125
177000 0.046875
177500 0.046875
178000 0.046875
178500 0.046875
179000 0.046875
179500 0.03125
180000 0.046875
180500 0.046875
181000 0.046875
181500 0.046875
182000 0.03125
182500 0.046875
183000 0.046875
183500 0.046875
184000 0.046875
184500 0.046875
185000 0.046875
185500 0.046875
186000 0.046875
186500 0.046875
187000 0.046875
187500 0.046875
188000 0.046875
188500 0.046875
189000 0.046875
189500 0.046875
190000 0.03125
190500 0.046875
191000 0.046875
191500 0.046875
192000 0.046875
192500 0.046875
193000 0.046875
193500 0.046875
194000 0.046875
194500 0.046875
195000 0.046875
195500 0.046875
196000 0.046875
196500 0.046875
197000 0.0625
197500 0.0625
198000 0.046875
198500 0.046875
199000 0.046875
199500 0.0625
200000 0.0625
